no,filename,product,category,kind,in_stock,group,prompt
235,partagasmillefleurs.jpg,Partagas Mille Fleurs,Cigar,nicotine,no,A-missing,"Partagas Mille Fleurs standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
236,partypopper.jpg,Party Popper,Exotics,flower,no,A-missing,"One premium cured cannabis flower bud of the strain Party Popper, a indica-dominant hybrid — dense dark forest-green leaves, rust-orange pistils, a thick greasy layer of trichomes. The flower reads as candy, floral, gas. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
237,permanentbx1joint.jpg,Permanent bx1 Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Strain: Permanent bx1 Joint (Indica-dominant Hybrid, THC 26-29%), tasting of gas, candy, floral. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
238,pineapplebangjoint.jpg,Pine apple Bang Joint,,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Strain: Pine apple Bang Joint (Hybrid), tasting of diesel, orange, mint. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
239,pineapplebang.jpg,Pineapple Bang,Mid Grade,flower,no,A-missing,"One premium cured cannabis flower bud of the strain Pineapple Bang, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as diesel, orange, mint. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
240,pipe.jpg,Pipe,Equipment,gear,no,A-missing,"Pipe, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
241,pomegranatewheat.jpg,Pomegranate Wheat,Beer,beer,no,A-missing,"Pomegranate Wheat poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
242,popcorn.jpg,Pop corn,Food,food,no,A-missing,"Pop corn plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
243,potatowadge.jpg,Potato Wadge,Food,food,no,A-missing,"Potato Wadge plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
244,pressure.jpg,Pressure,Exotics,flower,no,A-missing,"One premium cured cannabis flower bud of the strain Pressure, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as citrus, pepper, orange. Dense and top-shelf, the sort of bud sold at 21% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
245,pressurejoit.jpg,pressure joit,,other,no,A-missing,"pressure joit, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
246,rawblackkingsizetip.jpg,Raw Black Kingsize+tip,Accessories,gear,no,A-missing,"Raw Black Kingsize+tip, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
247,resdabeachbeer.jpg,Resda Beach Beer,Beer,beer,no,A-missing,"Resda Beach Beer poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
248,reviewjoint.jpg,Review Joint,joint,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
249,romeoyjulietano2.jpg,Romeo Y Julieta No.2,Cigar,nicotine,no,A-missing,"Romeo Y Julieta No.2 standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
250,runtofeden.jpg,runt of eden,,other,no,A-missing,"runt of eden, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
251,sessionsbigbowl.jpg,Sessions Big Bowl,Equipment,gear,no,A-missing,"Sessions Big Bowl, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
252,slimjimcarbonfilter.jpg,Slim Jim Carbon Filter,Accessories,gear,no,A-missing,"Slim Jim Carbon Filter, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
253,slimjimcarbonfilter7mm.jpg,slim Jim carbon filter 7mm,Accessories,gear,no,A-missing,"slim Jim carbon filter 7mm, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
254,slimjimfilter6mmpack.jpg,Slim Jim Filter 6mm pack,Accessories,gear,no,A-missing,"Slim Jim Filter 6mm pack, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
255,snack.jpg,Snack,Snack,food,no,A-missing,"Snack plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
256,spaghetti.jpg,Spaghetti,Food,food,no,A-missing,"Spaghetti plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
257,strawberrycheesecakejoint.jpg,Strawberry Cheesecake Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground deep purple-green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
258,superlemonhaze.jpg,Super lemon haze,Weed,flower,no,A-missing,"One premium cured cannabis flower bud, single nugget, golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
259,teatimejoint.jpg,Tea Time Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Strain: Tea Time Joint (Hybrid, THC 28-30%), tasting of candy, citrus, pine. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
260,thongpraditipacan490ml.jpg,Thongpradit Ipa Can 490Ml,Beer,beer,no,A-missing,"Thongpradit Ipa Can 490Ml poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
261,torchlighter.jpg,Torch Lighter,Accessories,gear,no,A-missing,"Torch Lighter, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
262,trehouse35gvape.jpg,Tre house 3.5G vape.,Vape,vape,no,A-missing,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
263,weedblunt.jpg,Weed Blunt,,blunt,no,A-missing,"a single cannabis blunt, unlit, in a dark tobacco leaf wrap with a visible seam, two whole buds behind it slightly out of focus. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
264,whitelotusshake.jpg,White Lotus Shake,Exotics,flower,no,A-missing,"One premium cured cannabis flower bud of the strain White Lotus, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as citrus, pineapple, earthy. Dense and top-shelf, the sort of bud sold at 20% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
265,wholemeltliveresinwax.jpg,whole melt live resin wax,Concentrate,concentrate,no,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
266,regencyontherock.jpg,Regency on therock,,other,no,A-missing,"Regency on therock, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
267,fireballshot.jpg,Fireball shot,,other,no,A-missing,"Fireball shot, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
268,ginshot.jpg,gin shot,,other,no,A-missing,"gin shot, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
269,santoryontherock.jpg,santory ontherock,,other,no,A-missing,"santory ontherock, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
270,vodka.jpg,vodka,,other,no,A-missing,"vodka, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
271,gintonic.jpg,Gin tonic,,other,no,A-missing,"Gin tonic, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
7,crunchberrie.jpg,Crunch Berries,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Crunch Berries, a hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as berry, apricot, blueberry. Dense and top-shelf, the sort of bud sold at 18-22% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
2,alienmint.jpg,Alien Mint,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Alien Mint, a hybrid — pale sage and mint-green leaves, soft cream-coloured pistils, a dusty even frost. The flower reads as mint, chocolate, nutty. Dense and top-shelf, the sort of bud sold at 26-30% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
6,cookiemonster.jpg,Cookie Monster,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Cookie Monster, a indica — pale sage and mint-green leaves, soft cream-coloured pistils, a dusty even frost. The flower reads as sweet, butter, pine. Dense and top-shelf, the sort of bud sold at 15-19% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
8,dlish.jpg,D-Lish,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain D-Lish, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as diesel, tropical, earthy. Dense and top-shelf, the sort of bud sold at 24-30% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
4,blackcherry.jpg,Black Cherry,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Black Cherry, a hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as berry, apricot, pear. Dense and top-shelf, the sort of bud sold at 19-23% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
16,orangez.jpg,Orange Z,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Orange Z, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as orange, citrus, tropical. Dense and top-shelf, the sort of bud sold at 18-22% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
10,giraffpuzzy.jpg,Giraffe Puzzy,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Giraffe Puzzy, a hybrid — dense dark forest-green leaves, rust-orange pistils, a thick greasy layer of trichomes. The flower reads as butter, apricot, diesel. Dense and top-shelf, the sort of bud sold at 30% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
5,bluenerd.jpg,Blue Nerdz,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Blue Nerdz, a hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as blueberry, apple, apricot. Dense and top-shelf, the sort of bud sold at 22-26% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
18,redhot.jpg,Red Hot Cookies,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Red Hot Cookies, a sativa-dominant hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as citrus, berry, mango. Dense and top-shelf, the sort of bud sold at 17-25% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
17,pinkzugar.jpg,Pink Zugar,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Pink Zugar, a indica-dominant hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as blueberry, strawberry, apple. Dense and top-shelf, the sort of bud sold at 25-26% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
12,lcgrx11.jpg,LCG RX11,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain LCG RX11, a hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as citrus, berry, peach. Dense and top-shelf, the sort of bud sold at 20-24% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
22,toadvenom.jpg,Toad Venom,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Toad Venom, a hybrid — dense dark forest-green leaves, rust-orange pistils, a thick greasy layer of trichomes. The flower reads as chemical, cheese, diesel. Dense and top-shelf, the sort of bud sold at 24% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
13,lemoncherrygelato.jpg,Lemon Cherry Gelato,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Lemon Cherry Gelato, a hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as lemon, citrus, berry. Dense and top-shelf, the sort of bud sold at 20% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
9,gelatox.jpg,Gelato X,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Gelato X, a indica-dominant hybrid — pale sage and mint-green leaves, soft cream-coloured pistils, a dusty even frost. The flower reads as vanilla, mint, nutty. Dense and top-shelf, the sort of bud sold at 25-27% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
26,ztupid.jpg,Ztupid,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Ztupid, a hybrid — pale sage and mint-green leaves, soft cream-coloured pistils, a dusty even frost. The flower reads as sweet, fruity, earthy. Dense and top-shelf, the sort of bud sold at 26% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
19,sherbtank.jpg,Sherb Tang,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Sherb Tang, a indica-dominant hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as vanilla, citrus, berry. Dense and top-shelf, the sort of bud sold at 25-27% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
